candidate_id;candidate_label;stratum;reply_id;platform;text;text_len;likes;sentiment;annotation_4class;confiance;annotateur;notes;guide
david_belliard;D. Belliard (EELV);top_engagement;2015872695515181480;twitter;"Quelle bande de guignols. La gauche nous claironne tout à tour que Rachida Dati est l’alliée de Sophia Chikirou, puis de Sarah Knafo. Faut savoir !

Tout ça pour masquer leurs alliances RÉELLES avec l’extrême-gauche.";35;1971;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2016477047770562741;twitter;"Quand vous dites ""ce n'est pas une fiction, c'est la réalité"", en illustrant avec une fiction, c'est une fiction. Les données chiffrées sont probablement moins bankable qu'une agression générée par IA :)";32;3226;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2016099842787803608;twitter;"La maire non élue de @Mairie12Paris qui parle d'emblée d'un accident entre un chauffard et une cycliste .
Connaît-on les causes de ce drame ?";25;2205;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2014245959731908852;twitter;In summer 😍;3;2612;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2011614279955595528;twitter;Vous êtes ?;3;4361;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2014213862019502358;twitter;"Utterly grottesque. 
6 M$ spent in vain for a parade for next year elections, by a farcical politicians. 
Trees already dead.";21;4354;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2013292377213952007;twitter;Vous avez déjà fait cet effet d'annonce précédemment, et l'article se contente de recopier les éléments de langage d'une porte-parole du PCF, pour un projet dont on peut estimer qu'il est bidon, voire contre-productif. Qu'est-ce cela signifie @LeParisien_75 ?;39;1737;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2015486332072529982;twitter;Alors David Belliard ? On est incapable de promettre de ne pas s’allier au parti antisémite de Sophia Chikirou par opportunisme électoral mais ça vient faire la leçon à Rachida Dati.;31;2191;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2016470336502382863;twitter;Je ne comprends pas. Il est assez clair que le message c’est que ce genre de situations arrive dans la réalité. Si c’était de la « post vérité », la légende ne serait pas présente.;35;3844;NEUTRE;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
david_belliard;D. Belliard (EELV);top_engagement;2012642329891401987;twitter;"Écoute David, on va se parler franchement : ton indignation est aussi sélective que ton respect pour la loi. Tu parles de ""pression insupportable"", mais la seule chose insupportable ici, c'est ta complaisance envers l'endoctrinement des plus jeunes. On pose les faits, les vrais.

D’abord, la perquisition ne tombe pas du ciel par ""vengeance macroniste"". Elle fait suite à la vente d'un ouvrage, From the River to the Sea, un cahier de coloriage destiné à des enfants de 6 à 10 ans. On ne parle pas d'un essai philosophique complexe pour adultes consentants. On parle d'un support ludique qui :

Efface un État : Présente une carte où Israël n'existe tout simplement pas.

Glorifie la violence : Utilise des termes comme ""martyrs"" et ""héros"" pour désigner des auteurs d'actes de violence, le tout à destination de gamins qui apprennent à peine à lire.

Incite à la haine : Diffuse une rhétorique belliqueuse sous couvert de ""pédagogie"".

Ensuite, parlons droit, puisque tu sembles l'ignorer. La France a une loi, celle du 16 juillet 1949 sur les publications destinées à la jeunesse. Elle oblige les éditeurs et libraires à ne pas proposer aux mineurs des contenus incitant à la haine, à la violence ou à la discrimination. La Commission de surveillance (CSCPJ) a rendu un avis clair : ce livre est un danger pour les mineurs. La police ne fait qu'appliquer une décision de justice. Prétendre que c'est ""la droite"" qui attaque, c'est nier l'indépendance de la magistrature. Un peu gros pour un élu, non ? 🙄

Quant à ton histoire de plainte qui ""disparaît"", arrête ton cinéma. Une plainte ne s'évapore pas dans la nature. Soit elle est en cours d'instruction, soit elle a été classée, mais l'utiliser comme un écran de fumée pour justifier la vente de matériel illégal est une manœuvre grossière. Recevoir des menaces (ce qui est condamnable et doit être puni) ne donne pas un totem d'immunité pour violer la loi sur la protection de l'enfance en retour. La justice gère les deux, séparément.

Tu t'offusques pour une librairie ""indépendante"", mais tu serais le premier à réclamer des saisies et des fermetures si une librairie d'extrême droite vendait des coloriages sur la ""supériorité raciale"". La loi est la même pour tout le monde, David. La haine ne devient pas respectable parce qu'elle est vendue entre deux rayons de littérature féministe.

En résumé : tu défends l'endoctrinement de mômes par pur calcul politique. C'est lamentable, c'est dangereux, et c'est surtout la preuve que ta boussole morale est totalement déréglée.";421;18310;SOUTIEN;;;;;SOUTIEN=approuve/encourage/defend (bravo, quel boulot, enfin qqun de competent, je vote pour) | CRITIQUE=remet en cause les idees/programme avec arguments (et avec quel argent, vos chiffres sont faux) | HOSTILITE=attaque la personne, insulte, mepris (debile, la honte, schizo, degage) | IRONIE=sarcasme, second degre, faux eloge (Bravo... moque, emoji x1F921)
